0.000000000000000000e+00,9.326439033708230353e-01
1.000000000000000000e+00,8.347766833235719108e-01
2.000000000000000000e+00,7.372243756858379848e-01
3.000000000000000000e+00,6.442295342727619722e-01
4.000000000000000000e+00,6.071919294473937523e-01
5.000000000000000000e+00,6.303272280801648364e-01
6.000000000000000000e+00,6.916444783258015594e-01
7.000000000000000000e+00,7.178006170163153676e-01
8.000000000000000000e+00,8.144456901376648794e-01
9.000000000000000000e+00,7.238083287143651789e-01
1.000000000000000000e+01,6.535333649405963286e-01
1.100000000000000000e+01,5.636455773057674756e-01
1.200000000000000000e+01,5.737051334943047420e-01
1.300000000000000000e+01,5.796073963333353563e-01
1.400000000000000000e+01,6.194816167063275092e-01
1.500000000000000000e+01,5.732406246544741180e-01
1.600000000000000000e+01,5.093532249392069833e-01
1.700000000000000000e+01,5.565873994387453561e-01
1.800000000000000000e+01,4.823067500663502649e-01
1.900000000000000000e+01,5.171264223198881460e-01
2.000000000000000000e+01,5.825459676601236758e-01
2.100000000000000000e+01,5.140465302333235842e-01
2.200000000000000000e+01,4.585441836260419346e-01
2.300000000000000000e+01,5.129413443438501918e-01
2.400000000000000000e+01,5.125910781065184940e-01
2.500000000000000000e+01,4.349518572144561723e-01
2.600000000000000000e+01,4.221214819743972502e-01
2.700000000000000000e+01,4.145449089586836777e-01
2.800000000000000000e+01,3.638800927946805319e-01
2.900000000000000000e+01,3.604909325832317268e-01
3.000000000000000000e+01,3.579094309085159575e-01
3.100000000000000000e+01,2.925580421600627035e-01
3.200000000000000000e+01,2.370563224462355345e-01
3.300000000000000000e+01,1.915088510325574922e-01
3.400000000000000000e+01,1.110757259252355827e-01
3.500000000000000000e+01,2.729407636288162797e-02
3.600000000000000000e+01,8.312845120510888031e-02
3.700000000000000000e+01,1.340245360150943421e-01
3.800000000000000000e+01,5.826664844586176839e-02
3.900000000000000000e+01,9.729124713792580703e-02
4.000000000000000000e+01,1.584507875172137259e-01
4.100000000000000000e+01,8.126693703822646109e-02
4.200000000000000000e+01,7.029414601228731185e-02
4.300000000000000000e+01,1.468495949515107868e-01
4.400000000000000000e+01,2.300557970433355359e-01
4.500000000000000000e+01,2.158856678754830782e-01
4.600000000000000000e+01,1.486509344137382782e-01
4.700000000000000000e+01,1.163484921577842696e-01
4.800000000000000000e+01,5.135291908872986755e-02
4.900000000000000000e+01,5.936754227296760222e-02
5.000000000000000000e+01,1.126739725643026019e-01
5.100000000000000000e+01,1.690339024646677624e-01
5.200000000000000000e+01,1.853838638185028309e-01
5.300000000000000000e+01,1.373764437363473867e-01
5.400000000000000000e+01,1.364688485057117817e-01
5.500000000000000000e+01,1.259470561993759619e-01
5.600000000000000000e+01,2.763919261254810245e-02
5.700000000000000000e+01,9.399402020036259908e-02
5.800000000000000000e+01,1.604597151184273540e-01
5.900000000000000000e+01,1.000261476849036713e-01
6.000000000000000000e+01,2.242631161948499541e-02
6.100000000000000000e+01,7.058201910446609828e-02
6.200000000000000000e+01,1.650043422944208471e-02
6.300000000000000000e+01,9.756975902882172869e-02
6.400000000000000000e+01,1.840310243711015814e-01
6.500000000000000000e+01,2.163737431161251168e-01
6.600000000000000000e+01,2.160004896376678529e-01
6.700000000000000000e+01,2.700085313927940156e-01
6.800000000000000000e+01,2.575919238558381785e-01
6.900000000000000000e+01,1.976158083159583467e-01
7.000000000000000000e+01,1.957625261893040647e-01
7.100000000000000000e+01,2.525461413636249652e-01
7.200000000000000000e+01,2.855649569638116225e-01
7.300000000000000000e+01,3.412815435744406267e-01
7.400000000000000000e+01,3.776158450287844248e-01
7.500000000000000000e+01,4.591774960779382297e-01
7.600000000000000000e+01,4.888221878238489526e-01
7.700000000000000000e+01,4.314316106834775733e-01
7.800000000000000000e+01,4.395807827718734018e-01
7.900000000000000000e+01,5.325838697407045963e-01
8.000000000000000000e+01,5.492768525359605913e-01
8.100000000000000000e+01,6.379096273774935710e-01
8.200000000000000000e+01,5.677369443306294894e-01
8.300000000000000000e+01,6.638789907763458231e-01
8.400000000000000000e+01,5.792318824444848691e-01
8.500000000000000000e+01,5.370620022083791856e-01
8.600000000000000000e+01,6.238712387379838908e-01
8.700000000000000000e+01,6.233241469631023435e-01
8.800000000000000000e+01,5.641878734044085686e-01
8.900000000000000000e+01,6.107714582525651803e-01
9.000000000000000000e+01,6.884781157724021439e-01
9.100000000000000000e+01,6.010778212554597211e-01
9.200000000000000000e+01,6.356756847747334627e-01
9.300000000000000000e+01,6.842981930256077927e-01
9.400000000000000000e+01,6.787524147855314993e-01
9.500000000000000000e+01,5.822147432879029028e-01
9.600000000000000000e+01,5.254219041558793046e-01
9.700000000000000000e+01,6.010705541557271880e-01
9.800000000000000000e+01,6.484762779723733939e-01
9.900000000000000000e+01,5.740929591754051486e-01
1.000000000000000000e+02,6.558251743742484763e-01
1.010000000000000000e+02,5.818369503900051587e-01
1.020000000000000000e+02,5.728667778684302103e-01
1.030000000000000000e+02,6.379494656394758545e-01
1.040000000000000000e+02,5.690274927570910801e-01
1.050000000000000000e+02,5.772151361168812445e-01
1.060000000000000000e+02,5.453641045206529814e-01
1.070000000000000000e+02,5.389442752588037289e-01
1.080000000000000000e+02,5.995255563657472253e-01
1.090000000000000000e+02,5.204000226576364074e-01
1.100000000000000000e+02,4.313681095723317926e-01
1.110000000000000000e+02,3.711357473991909739e-01
1.120000000000000000e+02,3.483220081495588261e-01
1.130000000000000000e+02,2.787650051012055541e-01
1.140000000000000000e+02,2.307825511262415197e-01
1.150000000000000000e+02,2.051231397680672308e-01
1.160000000000000000e+02,2.634420871528424524e-01
1.170000000000000000e+02,3.563383222346975243e-01
1.180000000000000000e+02,2.977060261251286422e-01
1.190000000000000000e+02,3.896667777403012289e-01
1.200000000000000000e+02,3.100840615958189161e-01
1.210000000000000000e+02,3.101595145409558607e-01
1.220000000000000000e+02,3.485892152094061114e-01
1.230000000000000000e+02,2.697304651436271405e-01
1.240000000000000000e+02,1.923913892457320696e-01
1.250000000000000000e+02,2.061371873165926683e-01
1.260000000000000000e+02,2.157058490807075013e-01
1.270000000000000000e+02,1.341593896208362335e-01
1.280000000000000000e+02,1.329079098874740295e-01
1.290000000000000000e+02,2.060292749255216715e-01
1.300000000000000000e+02,1.499662803553137858e-01
1.310000000000000000e+02,8.819114739643393874e-02
1.320000000000000000e+02,1.411016665148971949e-01
1.330000000000000000e+02,1.952586923871851565e-01
1.340000000000000000e+02,1.133220104077986706e-01
1.350000000000000000e+02,9.700638007332615387e-02
1.360000000000000000e+02,6.612251065603300115e-02
1.370000000000000000e+02,4.090923096979678930e-02
1.380000000000000000e+02,7.725716882200384106e-02
1.390000000000000000e+02,3.309749953256091448e-02
1.400000000000000000e+02,1.902836786602712937e-02
1.410000000000000000e+02,2.836134681569262017e-02
1.420000000000000000e+02,4.221479462834158702e-02
1.430000000000000000e+02,1.145271842166288995e-01
1.440000000000000000e+02,2.027050585468004318e-01
1.450000000000000000e+02,2.689770660376509248e-01
1.460000000000000000e+02,3.159838535340437904e-01
1.470000000000000000e+02,2.998513614961731966e-01
1.480000000000000000e+02,3.948696443878580431e-01
1.490000000000000000e+02,3.109805307434215793e-01
1.500000000000000000e+02,2.296680106017551237e-01
1.510000000000000000e+02,3.289057251060034659e-01
1.520000000000000000e+02,4.236646454224790581e-01
1.530000000000000000e+02,4.126779660698772223e-01
1.540000000000000000e+02,3.145797742109056605e-01
1.550000000000000000e+02,2.211328157143596651e-01
1.560000000000000000e+02,2.808747386040208460e-01
1.570000000000000000e+02,2.238323970104571792e-01
1.580000000000000000e+02,3.133395798294933976e-01
1.590000000000000000e+02,3.126758530920726864e-01
1.600000000000000000e+02,2.810767265750513388e-01
1.610000000000000000e+02,3.449335533231857598e-01
1.620000000000000000e+02,3.766682808684425066e-01
1.630000000000000000e+02,3.023436545678776510e-01
1.640000000000000000e+02,2.404734982814298316e-01
1.650000000000000000e+02,2.864187179081152945e-01
1.660000000000000000e+02,3.030012662381796895e-01
1.670000000000000000e+02,2.787309153118917582e-01
1.680000000000000000e+02,3.186566719722687679e-01
1.690000000000000000e+02,3.305169655053296629e-01
1.700000000000000000e+02,2.530175644566490245e-01
1.710000000000000000e+02,3.396932193863856919e-01
1.720000000000000000e+02,2.933017401229346399e-01
1.730000000000000000e+02,2.384386806144287996e-01
1.740000000000000000e+02,3.256748980960196826e-01
1.750000000000000000e+02,2.864783376707553675e-01
