,Number_Votes,Mallow's_Divergence,Plackett-Luce_Divergence
1,475.0,249.70925778555517,44.16626203330566
2,488.0,637.4853715296492,64.51955020584619
3,504.0,728.6889276520074,101.79642932682131
4,421.0,260.28230699079,83.38939669346442
5,482.0,78.60610503175795,83.02758679584014
6,436.0,517.0120443265333,64.30162440225357
7,403.0,267.8497507492947,39.95951009248397
