,Number_Votes,Mallow's_Divergence,Plackett-Luce_Divergence
1,475.0,302.922382405427,44.74204353718773
2,488.0,628.5193383826265,70.80889950833961
3,504.0,814.4971740945057,100.67458342933149
4,421.0,38.70310117335143,84.7220136731828
5,482.0,622.0803688414662,86.69928826566652
6,436.0,594.8554687003635,66.07884859140084
7,403.0,233.2548968905112,40.925349941363834
